iter	Logloss
160	0.507437044
161	0.506300977
162	0.5052055952
163	0.5040613455
164	0.5033133076
165	0.5024580406
166	0.5014929398
167	0.5001715678
168	0.4990189609
169	0.4980471294
170	0.496825209
171	0.4959364189
172	0.4951051121
173	0.494218224
174	0.4931763276
175	0.4920087335
176	0.4909847207
177	0.4898113352
178	0.4889482747
179	0.4880001822
180	0.4870336031
181	0.4862982618
182	0.4851919853
183	0.4841196734
184	0.483056884
185	0.4818637757
186	0.4808081762
187	0.4800460943
188	0.4788533298
189	0.4777789632
190	0.4769098679
191	0.4760629421
192	0.4750876229
193	0.4740400717
194	0.47302608
195	0.4723566284
196	0.4715341989
197	0.4704912813
198	0.4697390463
199	0.4689717045
200	0.4680109721
201	0.4670760728
202	0.4662324967
203	0.4655871505
204	0.4646355892
205	0.4638989702
206	0.4632461407
207	0.4620746521
208	0.4611260442
209	0.4603109419
210	0.459736215
211	0.4588957886
212	0.4580636398
213	0.457158882
214	0.4559073792
215	0.4549308579
216	0.4539553662
217	0.4533028498
218	0.4525255964
219	0.4516160631
220	0.4507189687
221	0.4497100249
222	0.4486757303
223	0.4475504298
224	0.4466786796
225	0.4456791479
226	0.4448303601
227	0.443882954
228	0.443067081
229	0.4421592712
230	0.4416290622
231	0.4409850764
232	0.4403855406
233	0.4395937605
234	0.4386306115
235	0.4378596746
236	0.4369097104
237	0.436127687
238	0.4353489032
239	0.4346257117
240	0.4335373183
241	0.4325741026
242	0.4316793819
243	0.4311173848
244	0.4303578587
245	0.4293172082
246	0.4285013063
247	0.4278761291
248	0.4272211249
249	0.426256231
250	0.4254355695
251	0.4244717343
252	0.4239441492
253	0.423116825
254	0.4224367889
255	0.4217729518
256	0.4211742257
257	0.4204381121
258	0.419744411
259	0.4187905008
260	0.41818638
261	0.4173323562
262	0.4163884004
263	0.4154653839
264	0.4146854542
265	0.4136913423
266	0.4129329647
267	0.4120432793
268	0.4112985054
269	0.4104723401
270	0.4096830525
271	0.4089750929
272	0.4082979883
273	0.407118621
274	0.4063955734
275	0.4057021049
276	0.4050827727
277	0.4043230028
278	0.4036012842
279	0.4027378693
280	0.4020693688
281	0.401305443
282	0.4006658381
283	0.400143502
284	0.3996664202
285	0.3992592852
286	0.3984900188
287	0.3978438352
288	0.3972857809
289	0.3966896173
290	0.3960733279
291	0.3952876816
292	0.3944477514
293	0.3937040118
294	0.3932712552
295	0.3924325092
296	0.3916429059
297	0.390832655
298	0.3899564113
299	0.3893132105
300	0.3885912131
301	0.3879892667
302	0.3873505983
303	0.3866902216
304	0.3862348027
305	0.3854881349
306	0.384825657
307	0.3843741404
308	0.3836507604
309	0.3831376576
310	0.3823867705
311	0.3815139478
312	0.3807051769
313	0.3802255984
314	0.3792567236
315	0.3787938516
316	0.378344132
317	0.3777716298
318	0.3768381741
319	0.3761517746
320	0.375628829
321	0.374891996
322	0.3743744195
323	0.3737051953
324	0.3731182616
325	0.3725091681
326	0.3720017869
327	0.3715334635
328	0.3709531267
329	0.3701800578
330	0.3695324743
331	0.3689412491
332	0.3681701447
333	0.3671340531
334	0.3666937078
335	0.3661226991
336	0.3654889288
337	0.3647567605
338	0.3640597962
339	0.3632775667
340	0.3626359122
341	0.362124956
342	0.3614352492
343	0.3607322628
344	0.3600308215
345	0.3592080591
346	0.3585071463
347	0.3578713352
348	0.357153265
349	0.35656649
350	0.3560799633
351	0.3554441778
352	0.3546876362
353	0.3540756182
354	0.3534985235
355	0.3528732662
356	0.3521733288
357	0.3516222843
358	0.3511879427
359	0.3505591024
360	0.3500255208
361	0.3494240062
362	0.3490018752
363	0.3484817361
364	0.3479501735
365	0.3474797695
366	0.3469146125
367	0.3463491865
368	0.3456619672
369	0.3451627098
370	0.3444856053
371	0.3439686903
372	0.3435109254
373	0.3429467401
374	0.342565845
375	0.3419988953
376	0.3413876098
377	0.3407854895
378	0.3404955751
379	0.3399298556
380	0.3394326005
381	0.3390809008
382	0.3385073664
383	0.3378946785
384	0.3373550924
385	0.3369502459
386	0.3365049769
387	0.3358804714
388	0.335165818
389	0.3345870581
390	0.3341016933
391	0.3334810276
392	0.33295531
393	0.3321687831
394	0.3317787047
395	0.3310919488
396	0.3306475433
397	0.3303164978
398	0.3297244818
399	0.3291784768
400	0.3285551298
401	0.3279649489
402	0.3274936055
403	0.3267829032
404	0.3262661364
405	0.3256936653
406	0.3251421859
407	0.3246439683
408	0.3240567106
409	0.3235726793
410	0.3231508753
411	0.3224063851
412	0.3217860725
413	0.3211639763
414	0.3205957786
415	0.3201137181
416	0.3196384042
417	0.3191050568
418	0.3186147969
419	0.3180297869
420	0.3174513058
421	0.3169461346
422	0.3163455041
423	0.3157842995
424	0.3152895188
425	0.3147621054
426	0.3141011285
427	0.3137776541
428	0.3133585911
429	0.3128574125
430	0.3122775634
431	0.3117104156
432	0.3111726667
433	0.3106545193
434	0.3103365697
435	0.3098490721
436	0.309495515
437	0.3089318137
438	0.3083209307
439	0.3077241644
440	0.3070587184
441	0.3065408779
442	0.3061234078
443	0.3057429912
444	0.3051750488
445	0.3045979264
446	0.3041703088
447	0.3036290214
448	0.3031369804
449	0.3026586041
450	0.3021039245
451	0.301363558
452	0.3009416986
453	0.300502247
454	0.300221614
455	0.2996780759
456	0.2990129863
457	0.2985325258
458	0.298134842
459	0.2975763687
460	0.2970244095
461	0.2966777166
462	0.2962169181
463	0.2957218436
464	0.2952419553
465	0.2948437224
466	0.294337064
467	0.2939205052
468	0.2933791355
469	0.2928212491
470	0.29238867
471	0.2920510958
472	0.2916082803
473	0.2911568519
474	0.2906979998
475	0.2903122373
476	0.2898379384
477	0.2894129262
478	0.2887366746
479	0.2882725126
480	0.2878195282
481	0.2872334035
482	0.286882393
483	0.286190451
484	0.2858372792
485	0.2854408391
486	0.2850127354
487	0.2845915753
488	0.2840591128
489	0.2836239867
490	0.2832296776
491	0.2827531968
492	0.2823240392
493	0.2821009978
494	0.2814959577
495	0.2811492308
496	0.2807529397
497	0.2802962279
498	0.2797465144
499	0.2793932322
500	0.2791221948
501	0.2789028312
502	0.2784445613
503	0.2780747674
504	0.2775479945
505	0.2770695846
506	0.2766026355
507	0.2760718003
508	0.2757235904
509	0.2753375626
510	0.2748837765
511	0.274366613
512	0.2738225871
513	0.2732631619
514	0.2728248658
515	0.2723693739
516	0.2717330897
517	0.2714191176
518	0.2711302252
519	0.2706910645
520	0.2703342224
521	0.2699376861
522	0.2695780745
523	0.2691105315
524	0.2686598171
525	0.2680428855
526	0.2675450923
527	0.2671156912
528	0.2667245689
529	0.2664199236
530	0.2659792493
531	0.2656098852
532	0.2651531642
533	0.2646713248
534	0.2641735073
535	0.2636554107
536	0.2632753757
537	0.2629343955
538	0.2624300286
539	0.2620451732
540	0.2616771632
541	0.2612732955
542	0.2609571571
543	0.2606084191
544	0.2601715603
545	0.2595299596
546	0.2591281072
547	0.2586593641
548	0.2583177321
549	0.2578674429
550	0.2575421913
551	0.2571066131
552	0.2566804882
553	0.2562542218
554	0.2558496271
555	0.2554435948
556	0.2551169097
557	0.254719573
558	0.2543368591
559	0.2539531979
560	0.2535515793
561	0.2531594873
562	0.2529205411
563	0.252477967
564	0.2522415611
565	0.251903144
566	0.2516097204
567	0.2512741861
568	0.2508991012
569	0.2505962047
570	0.2501910493
571	0.2498763086
572	0.2494374325
573	0.2490454232
574	0.2485535573
575	0.2481930676
576	0.2477779523
577	0.2473703921
578	0.2470643122
579	0.2467276731
580	0.2464020223
581	0.2460869102
582	0.2458121042
583	0.245404586
584	0.2450827117
585	0.2448048159
586	0.2444159166
587	0.2440078829
588	0.2437187819
589	0.2433862266
590	0.2430073585
591	0.2425970947
592	0.2422305434
593	0.2419238666
594	0.2415133387
595	0.2411572173
596	0.240749475
597	0.2404728242
598	0.2401855156
599	0.2397696817
600	0.239366706
601	0.2390111576
602	0.2386409842
603	0.2383759018
604	0.2381098707
605	0.2377523373
606	0.2373590814
607	0.2369782774
608	0.2366672742
609	0.2364296074
610	0.2360286119
611	0.2356349012
612	0.2352797517
613	0.2347972611
614	0.2345581598
615	0.2342232823
616	0.2337338064
617	0.2335379625
618	0.2331773649
619	0.2329621791
620	0.2325889741
621	0.2322432262
622	0.2318891801
623	0.2316070782
624	0.2313177638
625	0.2309146706
626	0.2304941666
627	0.2300287869
628	0.2296485937
629	0.2293989302
630	0.229116107
631	0.2287981053
632	0.2284554317
633	0.228120464
634	0.2279646953
635	0.2276294542
636	0.2273266332
637	0.2269726933
638	0.2266731367
639	0.226305707
640	0.2261124652
641	0.2256737081
642	0.2254611969
643	0.2251826327
644	0.2249295348
645	0.2245683303
646	0.224238318
647	0.2239232915
648	0.2237729336
649	0.2233892595
650	0.2231020466
651	0.2227396109
652	0.2224790626
653	0.2222015541
654	0.2219142435
655	0.2215487995
656	0.2211297079
657	0.2208005572
658	0.2205175946
659	0.2202423756
660	0.2198623975
661	0.219506027
662	0.2191176072
663	0.2187987383
664	0.2185468923
665	0.2183089611
666	0.2180319481
667	0.2176378386
668	0.2174017247
669	0.2169881178
670	0.2167271873
671	0.2164141469
672	0.2161522466
673	0.2158693442
674	0.2156556897
675	0.2152905871
676	0.2148845026
677	0.2145163761
678	0.2141477529
679	0.2137690667
680	0.2134409517
681	0.2131194008
682	0.212748099
683	0.2124829137
684	0.2121459477
685	0.2118299486
686	0.2115789377
687	0.2113429812
688	0.2110404471
689	0.2106517094
690	0.2103723825
691	0.2100388206
692	0.2098038786
693	0.2095089177
694	0.2092461502
695	0.2089542579
696	0.2086353434
697	0.2083696064
698	0.2080132055
699	0.2077816647
700	0.2075120246
701	0.2071924275
702	0.2068420741
703	0.2064937351
704	0.2063576361
705	0.2061024856
706	0.2058179305
707	0.2056052242
708	0.2053539847
709	0.2050925678
710	0.2047799651
711	0.2046051004
712	0.2042672846
713	0.2039828714
714	0.2036865757
715	0.2033521972
716	0.2030946984
717	0.2028652776
718	0.2025378527
719	0.2022328024
720	0.2018886618
721	0.2015545232
722	0.2013128039
723	0.2010279363
724	0.2006151038
725	0.2003862719
726	0.2001346224
727	0.1997946568
728	0.1994361762
729	0.1992322181
730	0.1989684233
731	0.1987527313
732	0.1984507893
733	0.1982013841
734	0.1979009211
735	0.1977181483
736	0.1975531987
737	0.1972440668
738	0.1969630693
739	0.1967499504
740	0.1964173569
741	0.1961800775
742	0.1958990607
743	0.1957161103
744	0.1954578736
745	0.1952287462
746	0.194922996
747	0.1946139233
748	0.1943787506
749	0.1940662021
750	0.1937614597
751	0.1935710179
752	0.1932719115
753	0.1930292939
754	0.1927612785
755	0.192477417
756	0.19217442
757	0.191904124
758	0.1916226638
759	0.1913245186
760	0.1911176655
761	0.1907865804
762	0.1905673249
763	0.1903511594
764	0.1901059323
765	0.189811143
766	0.1895102206
767	0.189291312
768	0.1890140887
769	0.1887877764
770	0.1884951852
771	0.1881766422
772	0.1880014797
773	0.1877415988
774	0.187520466
775	0.1873593607
776	0.1870574886
777	0.1868455903
778	0.1865643496
779	0.1862759672
780	0.1860349153
781	0.1857925509
782	0.1856334772
783	0.1854362526
784	0.1851696286
785	0.1848916672
786	0.18465171
787	0.1843605394
788	0.184158466
789	0.1840670442
790	0.1838516536
791	0.1836083523
792	0.1833164001
793	0.1830740997
794	0.1827907684
795	0.1825308972
796	0.1822549997
797	0.1820022554
798	0.1817354449
799	0.1814566974
800	0.1811674432
801	0.1809702176
802	0.1807180584
803	0.1804868046
804	0.1801883112
805	0.1800131305
806	0.1797255666
807	0.1795532198
808	0.1793055457
809	0.1790885944
810	0.1789397385
811	0.1786577068
812	0.1784509085
813	0.1781497065
814	0.1779152774
815	0.1776790499
816	0.1774944178
817	0.1771731257
818	0.1770956707
819	0.1768657425
820	0.1766116575
821	0.1763709412
822	0.17618221
823	0.1759277135
824	0.1756474032
825	0.1754244247
826	0.1752821283
827	0.1750098016
828	0.1747675916
829	0.1744911517
830	0.174211742
831	0.1740478193
832	0.1738308397
833	0.1736266619
834	0.1734067468
835	0.1732592553
836	0.1730623923
837	0.1727995176
838	0.172554775
839	0.1723522214
840	0.1722050991
841	0.1719522948
842	0.1717152528
843	0.1715214695
844	0.1712786692
845	0.1709910069
846	0.1708186907
847	0.1705493856
848	0.1703377423
849	0.1701250868
850	0.1699078318
851	0.1696808271
852	0.1695219665
853	0.1693329723
854	0.169122915
855	0.1689715885
856	0.168718384
857	0.1684372759
858	0.1682091051
859	0.168006957
860	0.1677571554
861	0.1676117108
862	0.1673885456
863	0.1672283726
864	0.1670127878
865	0.1668004532
866	0.1666559348
867	0.1664441108
868	0.1662564013
869	0.1660023552
870	0.1658128924
871	0.1656080285
872	0.1654369548
873	0.1653302392
874	0.1651219249
875	0.1649142365
876	0.1646247401
877	0.1644300976
878	0.1642778235
879	0.1640504701
880	0.1637744885
881	0.1635577834
882	0.1633430631
883	0.1632086242
884	0.163045183
885	0.162757646
886	0.1625448765
887	0.1623523731
888	0.1621938669
889	0.16198483
890	0.1617613892
891	0.1616025834
892	0.1614250669
893	0.1612377118
894	0.1609953862
895	0.1607687725
896	0.1605714001
897	0.1603180678
898	0.1601311951
899	0.1598826414
900	0.1596720269
901	0.1595123423
902	0.1593356938
903	0.1591890028
904	0.1590104903
905	0.1587125052
906	0.1584933144
907	0.158354598
908	0.1581274338
909	0.1579326318
910	0.157694782
911	0.1574669363
912	0.1573168232
913	0.1571830054
914	0.1570064373
915	0.1568403414
916	0.1566305507
917	0.1564836141
918	0.1562890635
919	0.1560600543
920	0.1558964418
921	0.1556777937
922	0.1555129604
923	0.1553361286
924	0.1551777848
925	0.1549276019
926	0.1547087139
927	0.1545664945
928	0.1543742357
929	0.1541929828
930	0.1539960632
931	0.1538264716
932	0.1535930881
933	0.1534661986
934	0.1532650611
935	0.1530786457
936	0.1529812007
937	0.1527566775
938	0.1525928855
939	0.1524188124
940	0.1522586354
941	0.1520553724
942	0.151907746
943	0.1517292708
944	0.1515608461
945	0.1513322034
946	0.1511630892
947	0.1509384093
948	0.1507330915
949	0.1505667775
950	0.1503361927
951	0.1501560274
952	0.1499612839
953	0.1498289463
954	0.1496192912
955	0.1494563673
956	0.1492611623
957	0.1491240101
958	0.1489705615
959	0.148726018
960	0.1485676415
961	0.148496496
962	0.148307106
963	0.1481550724
964	0.1479528979
965	0.1477234722
966	0.1475684269
967	0.1473893066
968	0.1471931701
969	0.146969616
970	0.1467741155
971	0.1466147629
972	0.1464750901
973	0.1463332787
974	0.1462168448
975	0.1460555605
976	0.1458360089
977	0.1457208588
978	0.1455021648
979	0.1453660231
980	0.1451277038
981	0.1449579126
982	0.1447985697
983	0.1446311283
984	0.1444562562
985	0.1442546907
986	0.1441348671
987	0.1438992741
988	0.1437366878
989	0.1436058709
990	0.1434240207
991	0.1432841068
992	0.1431590919
993	0.1429615201
994	0.142793251
995	0.1425646004
996	0.1424073678
997	0.1423061452
998	0.1421304943
999	0.1419208247
1000	0.1418040556
1001	0.141629427
1002	0.1415455276
1003	0.1413840055
1004	0.1412796886
1005	0.1411653742
1006	0.1409977756
1007	0.1408201017
1008	0.1406605451
1009	0.1405261914
1010	0.1403868759
1011	0.140257921
1012	0.1401359565
1013	0.1399930986
1014	0.1398327225
1015	0.1397288278
1016	0.1395381532
1017	0.1394184989
1018	0.1392082274
1019	0.1390556991
1020	0.1389473643
1021	0.1387416613
1022	0.1385580431
1023	0.1383971146
1024	0.1382637034
1025	0.1380803279
1026	0.1378504143
1027	0.1376830698
1028	0.1375518091
1029	0.1373990843
1030	0.1372042021
1031	0.1370279577
1032	0.1368822728
1033	0.1367107344
1034	0.1364665246
1035	0.1362647248
1036	0.1360961041
1037	0.1359177526
1038	0.1357428931
1039	0.1355499038
1040	0.1354098559
1041	0.1352779802
1042	0.1350934277
1043	0.1349132945
1044	0.1347171509
1045	0.1345254445
1046	0.1343365725
1047	0.1341382334
1048	0.1339753654
1049	0.1338397523
1050	0.1336729449
1051	0.1335397579
1052	0.1333985633
1053	0.133256635
1054	0.1331363385
1055	0.1330059907
1056	0.1328613521
1057	0.1327154836
1058	0.1325479341
1059	0.1323718769
1060	0.1322581382
1061	0.1321391088
1062	0.1319825889
1063	0.1318661573
1064	0.1316767339
1065	0.1314728008
1066	0.131337224
1067	0.1312110086
1068	0.1310533283
1069	0.1309057017
1070	0.1307689023
1071	0.1306304797
1072	0.130479337
1073	0.1303462554
1074	0.1301871301
1075	0.1300939825
1076	0.1299438468
1077	0.1298118225
1078	0.1297051285
1079	0.1296204771
1080	0.1294223377
1081	0.1292576888
1082	0.1291320391
1083	0.1290246322
1084	0.1288395289
1085	0.1287223313
1086	0.1285506004
1087	0.1284273256
1088	0.1283073763
1089	0.1281895575
1090	0.1280488491
1091	0.1278968227
1092	0.1277541791
1093	0.1275979751
1094	0.1274302333
1095	0.1272640073
1096	0.1271099203
1097	0.1269633445
1098	0.1268103461
1099	0.1267014349
1100	0.1265655712
1101	0.1264856638
1102	0.1263514174
1103	0.1262588161
1104	0.126107266
1105	0.1259342957
1106	0.1258013345
1107	0.1256668326
1108	0.1254845022
1109	0.1253721521
1110	0.1252052788
1111	0.1250743675
1112	0.1249124697
1113	0.1247571493
1114	0.1245740843
1115	0.1244656009
1116	0.1243520364
1117	0.124219141
1118	0.1240549077
1119	0.1239390105
1120	0.1238302794
1121	0.1236994619
1122	0.1234984616
1123	0.1233238244
1124	0.1232369611
1125	0.1229938243
1126	0.1228692061
1127	0.1227669976
1128	0.1225994105
1129	0.1224490331
1130	0.1223147304
1131	0.122145437
1132	0.1220042655
1133	0.1218709742
1134	0.1217326199
1135	0.1215672308
1136	0.1214332725
1137	0.1212943463
1138	0.1211560839
1139	0.1209990621
1140	0.1208080989
1141	0.1206835903
1142	0.1205503733
1143	0.1203986469
1144	0.1202334503
1145	0.1200951059
1146	0.1199661678
1147	0.1198480125
1148	0.1197200241
1149	0.1195847982
1150	0.119422658
1151	0.1192892395
1152	0.1191801689
1153	0.1190590342
1154	0.1189651649
1155	0.1188284933
1156	0.1186766862
1157	0.1185536431
1158	0.1184181393
1159	0.1183101067
1160	0.1182309874
1161	0.1181421112
1162	0.1179653154
1163	0.1178416148
1164	0.1176817121
1165	0.1175745671
1166	0.1174966844
1167	0.1173415341
1168	0.1171959949
1169	0.1170600684
1170	0.1169256513
1171	0.1168158554
1172	0.1167052411
1173	0.1165889965
1174	0.1164983927
1175	0.116377433
1176	0.116201079
1177	0.1160387036
1178	0.1159253586
1179	0.1157829501
1180	0.1156654786
1181	0.1155372571
1182	0.1153765048
1183	0.1152738358
1184	0.1151601911
1185	0.1150486845
1186	0.1149216983
1187	0.1147823563
1188	0.1146862398
1189	0.1145675348
1190	0.1144455764
1191	0.1143894187
1192	0.1142471615
1193	0.1141380017
1194	0.1139657099
1195	0.1138788756
1196	0.1137658893
1197	0.1135868065
1198	0.1134457601
1199	0.1133672406
1200	0.113205639
1201	0.1130768096
1202	0.1129757907
1203	0.1128535021
1204	0.1127049451
1205	0.1125980825
1206	0.1124443708
1207	0.1123379764
1208	0.1121952541
1209	0.1120840863
1210	0.1119711081
1211	0.1118219852
1212	0.1116797194
1213	0.1115482072
1214	0.1114407514
1215	0.1113119077
1216	0.111181523
1217	0.1110755088
1218	0.1110059387
1219	0.1108569826
1220	0.1107379782
1221	0.1106123517
1222	0.1105023552
1223	0.1104132828
1224	0.1103042646
1225	0.1101940901
1226	0.1100618374
1227	0.1099471695
1228	0.109830425
1229	0.1097258358
1230	0.1096061269
1231	0.1095080341
1232	0.1093883185
1233	0.1092561333
1234	0.1091332229
1235	0.1090287224
1236	0.108925278
1237	0.108744458
1238	0.1086301641
1239	0.1084755589
1240	0.1083748038
1241	0.10825508
1242	0.1081243625
1243	0.1080150204
1244	0.107877106
1245	0.1077719574
1246	0.1076316264
1247	0.1075238985
1248	0.1074312644
1249	0.1073219048
1250	0.1071689955
1251	0.1071050832
1252	0.1069869948
1253	0.1069149792
1254	0.1067668332
1255	0.1066577348
1256	0.1065481705
1257	0.1064298256
1258	0.1063215767
1259	0.1062018995
1260	0.106081868
1261	0.1059647515
1262	0.1058332839
1263	0.1057325631
1264	0.1056255493
1265	0.1055119425
1266	0.1054198656
1267	0.1053213656
1268	0.1052384367
1269	0.1051441112
1270	0.1050171279
1271	0.1049242018
1272	0.1048472694
1273	0.1047421301
1274	0.104593833
1275	0.1044969156
1276	0.1044065376
1277	0.1042888567
1278	0.1041527568
1279	0.1040713236
1280	0.1039750754
1281	0.1038736508
1282	0.1037261286
1283	0.1036313936
1284	0.1035311145
1285	0.10339099
1286	0.1032733578
1287	0.1031483566
1288	0.1030278563
1289	0.1029278162
1290	0.1027955273
1291	0.1026773641
1292	0.1025372413
1293	0.1024370876
1294	0.1022812218
1295	0.1021495677
1296	0.1020415764
1297	0.1019107408
1298	0.1018234911
1299	0.1017272502
1300	0.1016037665
1301	0.1015042838
1302	0.1014182058
1303	0.1013267792
1304	0.1012293812
1305	0.101118827
1306	0.1009789977
1307	0.1008256009
1308	0.1007370128
1309	0.1006253341
1310	0.1004841896
1311	0.1003777736
1312	0.100266509
1313	0.1000964764
1314	0.09995470731
1315	0.09984426893
1316	0.09972772842
1317	0.09963738824
1318	0.09952555565
1319	0.09939792826
1320	0.09929994662
1321	0.09921581539
1322	0.09908260048
1323	0.09898715613
1324	0.09886387652
1325	0.09870387267
1326	0.09856982624
1327	0.09847176023
1328	0.09836510097
1329	0.09823400779
1330	0.09815434083
1331	0.09806914638
1332	0.0979577389
1333	0.09787635369
1334	0.09775987435
1335	0.09768696874
1336	0.09760418566
1337	0.09750357868
1338	0.09737365955
1339	0.09725930615
1340	0.09715208611
1341	0.09702270803
1342	0.09688368639
1343	0.09679542681
1344	0.09672547656
1345	0.09663099092
1346	0.09650786525
1347	0.09643145567
1348	0.09635919752
1349	0.09623023196
1350	0.09612002255
1351	0.09599505596
1352	0.09584915648
1353	0.09572067804
1354	0.09562692844
1355	0.09556531287
1356	0.09544439215
1357	0.09531066661
1358	0.09521671962
1359	0.09509811876
1360	0.09498867225
1361	0.0949142634
1362	0.09483930217
1363	0.09473776681
1364	0.09465891847
1365	0.09455087666
1366	0.0944793833
1367	0.09436927337
1368	0.09426626574
1369	0.09417656946
1370	0.09408613357
1371	0.09396896805
1372	0.09384993779
1373	0.09377200314
1374	0.09365998681
1375	0.0935496882
1376	0.09346736495
1377	0.09341314886
1378	0.09329709558
1379	0.09318271846
1380	0.09310977213
1381	0.09299902681
1382	0.0929214755
1383	0.09280050693
1384	0.09272769713
1385	0.09265364822
1386	0.0925817583
1387	0.09249607757
1388	0.09239857791
1389	0.09227788459
1390	0.09218924923
1391	0.09208921857
1392	0.09198815281
1393	0.09190804984
1394	0.09182662832
1395	0.09171871579
1396	0.09158843588
1397	0.09151024865
1398	0.09140752099
1399	0.09130130404
1400	0.09120351317
1401	0.09112059965
1402	0.09102719193
1403	0.09093400406
1404	0.09085233153
1405	0.09074707959
1406	0.09064137631
1407	0.090545971
1408	0.09047131597
1409	0.09036121203
1410	0.09028510382
1411	0.09021954606
1412	0.09012064285
1413	0.09006390353
1414	0.08996339216
1415	0.08990389602
1416	0.08981579206
1417	0.08969583541
1418	0.08959208891
1419	0.08947103082
1420	0.08934222382
1421	0.08922203557
1422	0.08913009362
1423	0.0890197735
1424	0.08894830848
1425	0.08882752974
1426	0.08873860916
1427	0.08864706702
1428	0.08857680228
1429	0.08851211245
1430	0.08842792173
1431	0.08835395929
1432	0.08826084414
1433	0.0881545509
1434	0.08804447382
1435	0.08793187383
1436	0.08785690294
1437	0.08777377356
1438	0.08769692449
1439	0.08761035189
1440	0.08750787797
1441	0.08741726474
1442	0.08733645092
1443	0.0872708601
1444	0.08715895605
1445	0.08706514474
1446	0.08697497687
1447	0.08687362232
1448	0.08679285425
1449	0.08670925223
1450	0.08659924304
1451	0.08650267418
1452	0.08640866643
1453	0.08631108817
1454	0.08619530877
1455	0.08611731735
1456	0.08605112135
1457	0.08597234269
1458	0.0858680779
1459	0.08573704045
1460	0.08564885548
1461	0.08557273678
1462	0.08546984563
1463	0.08538367977
1464	0.08526210896
1465	0.08512418801
1466	0.08501948679
1467	0.08493802277
1468	0.08485474931
1469	0.0847917408
1470	0.0847069258
1471	0.08461675604
1472	0.0845352916
1473	0.08446609638
1474	0.08437353488
1475	0.08428126679
1476	0.08419025459
1477	0.08408947919
1478	0.08400841876
1479	0.08391667514
1480	0.08382648418
1481	0.08373824948
1482	0.08364368346
1483	0.08356893892
1484	0.08346889934
1485	0.08339212898
1486	0.08330345637
1487	0.08319589191
1488	0.08307344676
1489	0.08296406962
1490	0.08287834376
1491	0.08278386998
1492	0.08269870963
1493	0.08263649519
1494	0.0825539968
1495	0.08248010425
1496	0.08241058435
1497	0.08228510041
1498	0.08220194417
1499	0.08214499109
1500	0.08202225631
1501	0.08194381954
1502	0.08187149486
1503	0.08179753998
1504	0.08170381881
1505	0.08161779944
1506	0.08155831306
1507	0.08148372782
1508	0.0813943409
