,1:02,1:03,1:04,1:05,1:06,1:07,1:08,1:09,1:10,1:11,1:12,1:13,1:14,1:15,1:16,1:17,1:18,1:19,1:20,1:21,2:03,2:04,2:05,2:06,2:07,2:08,2:09,2:10,2:11,2:12,2:13,2:14,2:15,2:16,2:17,2:18,2:19,2:20,2:21,3:04,3:05,3:06,3:07,3:08,3:09,3:10,3:11,3:12,3:13,3:14,3:15,3:16,3:17,3:18,3:19,3:20,3:21,4:05,4:06,4:07,4:08,4:09,4:10,4:11,4:12,4:13,4:14,4:15,4:16,4:17,4:18,4:19,4:20,4:21,5:06,5:07,5:08,5:09,5:10,5:11,5:12,5:13,5:14,5:15,5:16,5:17,5:18,5:19,5:20,5:21,6:07,6:08,6:09,6:10,6:11,6:12,6:13,6:14,6:15,6:16,6:17,6:18,6:19,6:20,6:21,7:08,7:09,7:10,7:11,7:12,7:13,7:14,7:15,7:16,7:17,7:18,7:19,7:20,7:21,8:09,8:10,8:11,8:12,8:13,8:14,8:15,8:16,8:17,8:18,8:19,8:20,8:21,9:10,9:11,9:12,9:13,9:14,9:15,9:16,9:17,9:18,9:19,9:20,9:21,10:11,10:12,10:13,10:14,10:15,10:16,10:17,10:18,10:19,10:20,10:21,11:12,11:13,11:14,11:15,11:16,11:17,11:18,11:19,11:20,11:21,12:13,12:14,12:15,12:16,12:17,12:18,12:19,12:20,12:21,13:14,13:15,13:16,13:17,13:18,13:19,13:20,13:21,14:15,14:16,14:17,14:18,14:19,14:20,14:21,15:16,15:17,15:18,15:19,15:20,15:21,16:17,16:18,16:19,16:20,16:21,17:18,17:19,17:20,17:21,18:19,18:20,18:21,19:20,19:21,20:21
1:12,0.4034339628623455,0.4887368954469854,-0.0526365562765317,0.4509007461040561,0.506898206089381,0.595114403077441,0.44852714577008723,0.4649493669158756,0.3255543484952202,0.8220499275559149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:13,0.3138060418806645,0.5864508545687112,-0.050933516259850625,0.3021657306781344,0.4704001273657244,0.5593747059277533,0.8297724267012758,0.38725463582212594,0.30459760307303446,0.5335344538895729,0.7136632179833499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:14,0.16315257557007376,-0.03361424675538357,0.46760107602683915,0.2107926126553229,0.16638985839803813,-0.02665487826564389,-0.05817067990313028,0.5168417532105815,0.0801456179970867,-0.054388233042906596,-0.01583162154441523,-0.04081673895551957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:15,0.3035352832776178,0.0634988261142397,0.2765137097711074,0.5864352145263463,0.37749755815219177,0.10422996770012048,-0.05774440531697125,0.6866988873133121,0.38450687059186495,-0.002017179706285003,0.12710719870792708,-0.008015792269269573,0.7842673099027744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:16,0.026835403198651495,0.07767283731271775,0.2655820316358552,0.5980183348854675,0.6345018798174799,0.18829204566273622,-0.06717732751517218,0.6803040819885312,0.3692410204325098,0.11712845940782021,0.12558975795846172,0.01563868068648802,0.3144494258563532,0.6015771129408065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:17,0.41838932052961697,0.4784049066641932,-0.04022754747869925,0.12359223220477222,0.08671642565595566,0.484268771352994,0.37828583516446423,0.1638433391694241,-0.0060994465576298925,0.7757450729435523,0.7258418061408228,0.5112389337447351,0.15400482107206787,0.14738995259200158,-0.029039510444666645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:18,0.2635127665890812,0.47250020527013503,-0.08658669864929869,0.08608324101161664,0.30048289855229837,0.45164450401613326,0.38479736945279747,0.09839168884326516,0.07301104139892721,0.5912131649123751,0.6121253857167318,0.5575019492036168,-0.01025859163725776,-0.03709125361632484,0.0030983191281673365,0.6966487032858909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:19,0.03524006974299482,-0.05166257857861565,0.2178502545409889,0.1975318596725217,0.2484350206466161,0.005771184143307719,-0.13060574662810423,0.4853769395855172,0.044531970807000484,-0.026030672961912475,-0.025388273702280084,-0.11276214744202367,0.7852075157677172,0.7715899792678697,0.41543139918618155,0.10183653872828012,-0.03589953041517165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:20,0.23052121281952162,0.21323193951765013,0.16468758106738918,0.09306841618133144,0.14151899738933432,0.20858164034621116,0.19747892159812627,0.2802104877906061,-0.02336533533754406,0.4492130348411476,0.40244611676226766,0.25834824079968444,0.431332651593361,0.3697276647761138,0.08217918367500217,0.6078484098908428,0.31089397471577573,0.6013730697381248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1:21,0.11666752022157473,0.22095602070196216,-0.2287247084657899,-0.003979082809963037,0.12883152438331527,0.25864627441716764,0.23018024193329598,0.2046185726948316,-0.10300880805647908,0.6217527456846594,0.48140752441202017,0.32365603681437877,0.13663644633491276,0.20109813078068237,0.14632496126645503,0.7013205850719182,0.46728831286847966,0.37051599475592867,0.681516100140057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:03,0.13746263318276622,0.11031903068477343,0.009212612409848176,0.27376215311704166,0.2253277063713544,0.06722317050816823,0.1783071116364495,0.4785303220504711,0.2884142300292157,0.28798826430948554,0.5516937880862375,0.48529267215204847,-0.01326028845860878,0.07249517786764131,0.02195205079999457,0.17839297527923365,0.03763254534438842,-0.047956918014330566,0.08153564000546366,0.17146809606144903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:04,0.610736212469343,0.6378558441547627,0.1673251670497041,0.08607768085696538,-0.05146156715239116,0.32447205401925505,0.5364031325594883,-0.01935952428463071,0.1053445497901247,0.518379950626022,0.44030256556075903,0.5747532888474476,-0.09557025077218537,-0.1707292444334788,-0.1956766617599139,0.5370417282760248,0.47986198909477884,-0.1862044826739199,0.2948173747837831,0.2199742448831874,0.24305947506315684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:05,0.28010172672029515,0.3958615542286231,0.2502345197751476,0.110589127108066,0.05747279832868161,0.16333358040938079,0.5687614935127037,0.04756184496485751,0.491782616807002,0.29324065080180256,0.3658931538222916,0.5334545089297983,-0.04896782067098497,-0.12254884796265053,-0.1605293830178029,0.30999608659088107,0.40726121764500817,-0.11450434687983856,0.20938392063179484,0.1453244132870671,0.3004650947585852,0.7148639438491636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:06,0.6956507861495345,0.5997281884746508,-0.07566895648952009,0.17974019794292734,0.24751322786619145,0.297763591366675,0.4622303806183908,0.24837930887016993,0.055356948984881346,0.5281490898828878,0.5514285425278328,0.6721663043260835,0.04866688092403123,0.0410090797196902,0.013302691595719323,0.5338615887797235,0.5352423430422516,-0.0011032558144154006,0.3253082798022478,0.33591544085249686,0.2754418185637676,0.8367758621974115,0.5154534315020624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:07,0.46357332038292964,0.24798797932882105,0.5276285414529159,0.49428382152172934,0.23054971572098018,0.16781596920898906,0.3771195432543415,0.18248905623829123,0.6941484245471468,0.17660837749537786,0.3188883782163487,0.2845182459828338,0.10275131662457604,0.16996777986051564,0.06269770094950824,0.08739984065410747,0.19025244375797792,0.004396403922472357,0.144015493163381,-0.06514559633186692,0.19255835304590901,0.4453499370291643,0.725714136440624,0.27294525751562837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:08,0.048753195041218354,0.06370023777436745,0.5456307585154127,0.14572553005344516,0.09700464941381695,0.06713425009235122,0.1667203943202342,0.20746513664309674,0.2727735923634511,-0.06448744415769651,0.018521539989401835,0.049790544451091656,0.509786072967782,0.2824710334415473,-0.040105236167360364,-0.11559584492525675,-0.07718658831266242,0.34143042079078867,0.1247839050112179,-0.1068772951274965,0.04216207857774512,0.009677915609882595,0.2965123738268527,0.006864137542643743,0.41143116858146206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:09,0.701563691238587,0.5282017974561102,-0.04294014291436336,0.42471175544124784,0.19641926602009027,0.29856186831643705,0.35569130374149655,0.3893865821657372,0.2061482536346335,0.4712915967923628,0.5999526345321985,0.5979692358245562,-0.042021989580884524,0.11002079499142978,0.060288673038486944,0.4446190339277123,0.2588807197208374,-0.1291345500643614,0.1301512295333754,0.20947234832136608,0.5917923667714389,0.6814601529793413,0.3282662747164362,0.7666788809979843,0.24179820971788424,-0.05404163881523978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:10,0.5203988849725847,0.3309178844030627,-0.00028834266700991494,0.4884855681100182,0.41361018970552976,0.22582002741703502,0.33883398990191305,0.5339478709985468,0.5553030265991721,0.4619735247426401,0.7523438262482237,0.6687045988809734,0.15626981228036796,0.30097739918069594,0.14707045835490337,0.4864293805385834,0.3479374713980189,0.07308078218402934,0.27566530799295735,0.2847137057498568,0.7026616088603567,0.5029960765630185,0.5378052325571289,0.6393028426236566,0.4706559856868887,0.09766609923199494,0.7294213274117337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:11,0.7306796216307876,-0.039065494311478925,0.3278451514960408,0.5389191680665285,0.06556201399510131,-0.07461086988620787,-0.13697393721486067,0.19294076011132677,0.31548323180196286,0.09390973557946243,0.15313917066745977,-0.09477053199384114,0.1981479040587656,0.3754519986918464,0.19127966182495204,0.00023901869625446743,-0.10314322153227146,0.08231505767838825,0.022774470475850933,-0.12080269169550092,0.05058717498159736,0.13742290932070114,-0.02356813415316704,0.17931090955058476,0.5512526224871316,0.1356121542162964,0.34866418287374645,0.2852008656670799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:12,0.3256197926804237,0.007947230204225554,0.060337973902757705,0.4526660363517938,0.6247402917346437,0.17626100538935735,0.04036349391419936,0.5965598542971083,0.27256156455310887,0.4000443170534872,0.607809858992799,0.3079315272905133,0.31785626171363146,0.45528723697323004,0.3631695158459236,0.22022380942340877,0.22925973251582785,0.3126372177241031,0.36332299189539524,0.21423862832372423,0.24437624214873527,0.00640353434142752,0.003299238928822951,0.3112622197228706,0.3160308759574383,0.2560788439146851,0.28526199355980286,0.5120334942322645,0.46757819851235266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:13,0.589063911589897,-0.02485024639849081,0.43870852777394703,0.4105990196691421,0.14877624817149215,-0.059232020239843544,-0.1046018395723393,0.32304406330821067,0.21503625967412462,-0.003853952708856949,0.11423939899746612,-0.03208852765272956,0.5813165951654029,0.5417615678037159,0.1440740371487381,-0.014387566716051528,-0.07800265228466594,0.4006849987055196,0.1722347927218733,-0.11745980162364851,-0.0010939798747893353,0.04408812909068784,-0.02839084552996884,0.22084192552517523,0.4049465223939242,0.6405889991684143,0.22347700890421315,0.257036843457252,0.7453754379730956,0.5679569722934883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:14,0.457364803915472,0.354903028461303,0.06085722184469973,0.2029332469300107,0.274302003335347,0.2572166154145842,0.3347346091019633,0.30170283360100075,0.06952427278624036,0.5092758040641528,0.5715779920628135,0.5702454111730443,0.13822918298833284,0.09283907261304519,0.03199097156009317,0.4774511635647833,0.35410377050706193,0.07684596614044482,0.3368260878103759,0.20879321952089414,0.4696061029647221,0.5977340240355717,0.3216937483753092,0.6794589483909006,0.23788121465867826,-0.031327651460407786,0.6516375711981783,0.6766152433872622,0.1906101648869786,0.36402715896416965,0.1827962085783553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:15,0.46346363621967523,0.337331174154579,-0.06717155094373506,0.27023009086846816,0.27990701886497715,0.19209094436764138,0.24800276084037168,0.4026829842569142,0.2563975884574698,0.4468492529193813,0.6491249462561225,0.5481007284976707,0.21918837665320814,0.3188810612011766,0.07844655561237097,0.548747034929529,0.38565729227824064,0.22944717948835108,0.3756857340374227,0.387738343748247,0.5855044846256962,0.4702225986135876,0.3839762981381259,0.6338252165507158,0.21997862421662664,0.1260150892009689,0.6644221034596893,0.8162940321274463,0.12818180906003493,0.41399187048302755,0.24533255601772735,0.8087666641202679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:16,0.6401491241854502,0.31864986076002005,-0.012089285400629054,0.3429363071965435,0.2679643379886803,0.24866755400095675,0.2178182048404929,0.39307994829484905,0.22071567222056548,0.5519779442861912,0.6622357166529,0.5229721897297974,0.2949323477922577,0.33685762495184335,0.08081979631512666,0.621405426767061,0.4641372729603001,0.24935408178580754,0.3768831687582139,0.5021236406883782,0.4079706587163295,0.5198552044771942,0.33432880467322773,0.7250581918077121,0.2904436149471125,0.2241914653935538,0.6864499309630941,0.7670195042314406,0.3859623730322189,0.5124510365484068,0.49915945878018303,0.6065489112699864,0.7717984178790268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2:17,0.5523361538928566,-0.1125042837736959,0.33476596159527694,0.3289171464580433,0.017195899618198146,-0.15593381269083068,-0.21401508356436477,0.23590876091614638,0.1585717450132397,-0.03625370262362886,0.09788242040163957,-0.10942147686568632,0.5238906018619798,0.5075559135210487,0.07132181556022743,0.05211606921434412,-0.1428038755840913,0.3968924787669799,0.23924288604097388,0.018168016761951653,0.023286413345106775,-0.046091419434287295,-0.11838000994704591,0.125900505804829,0.2672138515221217,0.5504909531201779,0.2183937367265526,0.24037675858925656,0.7017355924190736,0.49605888333893433,0.9251590605306784,0.0745291174120222,0.24509353223650213,0.5007634007151504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
